"Source File","Line Number","Rule ID","Rule Name","Description"
"Configuration/MachineConfigDeps.cs","25","cr-dotnet-0012","Machine.config Dependencies","Application depends on machine.config file for machine-wide configuration settings. Machine.config is a Windows/.NET Framework concept that doesn't exist in containerized environments, causing configuration loading failures and preventing containerization."
"Configuration/WebConfigTransformations.cs","19","cr-dotnet-0010","Web.config Transformations","Application relies on Web.config transformation files for environment-specific configuration. These build-time transformations don't work effectively in cloud deployment pipelines where configuration should be externalized and runtime-configurable."
"Configuration/WebConfigTransformations.cs","25","cr-dotnet-0010","Web.config Transformations","Application relies on Web.config transformation files for environment-specific configuration. These build-time transformations don't work effectively in cloud deployment pipelines where configuration should be externalized and runtime-configurable."
"Configuration/WebConfigTransformations.cs","31","cr-dotnet-0010","Web.config Transformations","Application relies on Web.config transformation files for environment-specific configuration. These build-time transformations don't work effectively in cloud deployment pipelines where configuration should be externalized and runtime-configurable."
"Database/SqlConnectionDirect.cs","20","cr-dotnet-0013","SqlConnection Direct Usage","Application manages SQL Server connections directly without using connection pooling frameworks or cloud-managed connection services. Direct SqlConnection management prevents efficient resource utilization and integration with cloud database connection pooling mechanisms."
"Database/SqlConnectionDirect.cs","32","cr-dotnet-0013","SqlConnection Direct Usage","Application manages SQL Server connections directly without using connection pooling frameworks or cloud-managed connection services. Direct SqlConnection management prevents efficient resource utilization and integration with cloud database connection pooling mechanisms."
"Database/SqlDependencyUsage.cs","20","cr-dotnet-0015","SqlDependency Usage","Application uses SqlDependency or SqlCacheDependency for database change notifications. These features require specific SQL Server configurations and don't work reliably in cloud database services, causing notification failures."
"Database/SqlDependencyUsage.cs","30","cr-dotnet-0015","SqlDependency Usage","Application uses SqlDependency or SqlCacheDependency for database change notifications. These features require specific SQL Server configurations and don't work reliably in cloud database services, causing notification failures."
"Database/SqlDependencyUsage.cs","39","cr-dotnet-0015","SqlDependency Usage","Application uses SqlDependency or SqlCacheDependency for database change notifications. These features require specific SQL Server configurations and don't work reliably in cloud database services, causing notification failures."
"Database/SqlServerSpecific.cs","20","cr-dotnet-0014","SQL Server Specific Features","Application uses SQL Server-specific features, T-SQL extensions, or proprietary functionality that ties the application to SQL Server databases. This reduces database portability and flexibility in cloud database service selection."
"Database/SqlServerSpecific.cs","37","cr-dotnet-0014","SQL Server Specific Features","Application uses SQL Server-specific features, T-SQL extensions, or proprietary functionality that ties the application to SQL Server databases. This reduces database portability and flexibility in cloud database service selection."
"Database/SqlServerSpecific.cs","54","cr-dotnet-0014","SQL Server Specific Features","Application uses SQL Server-specific features, T-SQL extensions, or proprietary functionality that ties the application to SQL Server databases. This reduces database portability and flexibility in cloud database service selection."
"Database/TransactionScopeWithDTC.cs","21","cr-dotnet-0016","TransactionScope with DTC","Application uses System.Transactions.TransactionScope with Distributed Transaction Coordinator (DTC) for distributed transactions. DTC doesn't work in cloud environments, causing transaction failures and data consistency issues."
"Database/TransactionScopeWithDTC.cs","31","cr-dotnet-0016","TransactionScope with DTC","Application uses System.Transactions.TransactionScope with Distributed Transaction Coordinator (DTC) for distributed transactions. DTC doesn't work in cloud environments, causing transaction failures and data consistency issues."
"Database/TransactionScopeWithDTC.cs","45","cr-dotnet-0016","TransactionScope with DTC","Application uses System.Transactions.TransactionScope with Distributed Transaction Coordinator (DTC) for distributed transactions. DTC doesn't work in cloud environments, causing transaction failures and data consistency issues."
"ExternalServices/SMTPLocalServer.cs","19","cr-dotnet-0056","SMTP Local Server","Application assumes a local SMTP server installation for email functionality through System.Net.Mail.SmtpClient with localhost configuration. Local SMTP servers don't exist in cloud environments."
"ExternalServices/SMTPLocalServer.cs","22","cr-dotnet-0056","SMTP Local Server","Application assumes a local SMTP server installation for email functionality through System.Net.Mail.SmtpClient with localhost configuration. Local SMTP servers don't exist in cloud environments."
"ExternalServices/SMTPLocalServer.cs","27","cr-dotnet-0056","SMTP Local Server","Application assumes a local SMTP server installation for email functionality through System.Net.Mail.SmtpClient with localhost configuration. Local SMTP servers don't exist in cloud environments."
"ExternalServices/SMTPLocalServer.cs","42","cr-dotnet-0056","SMTP Local Server","Application assumes a local SMTP server installation for email functionality through System.Net.Mail.SmtpClient with localhost configuration. Local SMTP servers don't exist in cloud environments."
"ExternalServices/SMTPLocalServer.cs","62","cr-dotnet-0056","SMTP Local Server","Application assumes a local SMTP server installation for email functionality through System.Net.Mail.SmtpClient with localhost configuration. Local SMTP servers don't exist in cloud environments."
"ExternalServices/SMTPLocalServer.cs","67","cr-dotnet-0056","SMTP Local Server","Application assumes a local SMTP server installation for email functionality through System.Net.Mail.SmtpClient with localhost configuration. Local SMTP servers don't exist in cloud environments."
"ExternalServices/SMTPLocalServer.cs","78","cr-dotnet-0056","SMTP Local Server","Application assumes a local SMTP server installation for email functionality through System.Net.Mail.SmtpClient with localhost configuration. Local SMTP servers don't exist in cloud environments."
"FileSystem/DirectoryGetFilesUsage.cs","19","cr-dotnet-0004","Directory.GetFiles Usage","Application uses Directory.GetFiles, Directory.EnumerateFiles, or similar methods to scan local directories for file discovery or processing. This assumes persistent directory structures that may vary across cloud deployment environments."
"FileSystem/DirectoryGetFilesUsage.cs","25","cr-dotnet-0004","Directory.GetFiles Usage","Application uses Directory.GetFiles, Directory.EnumerateFiles, or similar methods to scan local directories for file discovery or processing. This assumes persistent directory structures that may vary across cloud deployment environments."
"FileSystem/DirectoryGetFilesUsage.cs","32","cr-dotnet-0004","Directory.GetFiles Usage","Application uses Directory.GetFiles, Directory.EnumerateFiles, or similar methods to scan local directories for file discovery or processing. This assumes persistent directory structures that may vary across cloud deployment environments."
"FileSystem/DirectoryGetFilesUsage.cs","40","cr-dotnet-0004","Directory.GetFiles Usage","Application uses Directory.GetFiles, Directory.EnumerateFiles, or similar methods to scan local directories for file discovery or processing. This assumes persistent directory structures that may vary across cloud deployment environments."
"FileSystem/HardCodedFilePaths.cs","15","cr-dotnet-0001","Hard-coded File Paths","Application contains absolute Windows file paths (C:\, D:\) or hard-coded directory references that assume specific Windows file system structures. In cloud environments with different file system structures, these paths may not exist and cause runtime failures."
"FileSystem/HardCodedFilePaths.cs","22","cr-dotnet-0001","Hard-coded File Paths","Application contains absolute Windows file paths (C:\, D:\) or hard-coded directory references that assume specific Windows file system structures. In cloud environments with different file system structures, these paths may not exist and cause runtime failures."
"FileSystem/HardCodedFilePaths.cs","28","cr-dotnet-0001","Hard-coded File Paths","Application contains absolute Windows file paths (C:\, D:\) or hard-coded directory references that assume specific Windows file system structures. In cloud environments with different file system structures, these paths may not exist and cause runtime failures."
"FileSystem/HardCodedFilePaths.cs","36","cr-dotnet-0001","Hard-coded File Paths","Application contains absolute Windows file paths (C:\, D:\) or hard-coded directory references that assume specific Windows file system structures. In cloud environments with different file system structures, these paths may not exist and cause runtime failures."
"FileSystem/HardCodedTempPaths.cs","15","cr-dotnet-0054","Hard-coded Temp Paths","Application contains hard-coded references to Windows temporary directories like C:\Temp or assumes Windows-style path separators. These paths don't exist on non-Windows cloud platforms."
"FileSystem/HardCodedTempPaths.cs","21","cr-dotnet-0054","Hard-coded Temp Paths","Application contains hard-coded references to Windows temporary directories like C:\Temp or assumes Windows-style path separators. These paths don't exist on non-Windows cloud platforms."
"FileSystem/HardCodedTempPaths.cs","30","cr-dotnet-0054","Hard-coded Temp Paths","Application contains hard-coded references to Windows temporary directories like C:\Temp or assumes Windows-style path separators. These paths don't exist on non-Windows cloud platforms."
"FileSystem/HardCodedTempPaths.cs","37","cr-dotnet-0054","Hard-coded Temp Paths","Application contains hard-coded references to Windows temporary directories like C:\Temp or assumes Windows-style path separators. These paths don't exist on non-Windows cloud platforms."
"FileSystem/HardCodedTempPaths.cs","43","cr-dotnet-0054","Hard-coded Temp Paths","Application contains hard-coded references to Windows temporary directories like C:\Temp or assumes Windows-style path separators. These paths don't exist on non-Windows cloud platforms."
"FileSystem/LocalFileSystemWrite.cs","19","cr-dotnet-0002","Local File System Write Operations","Application performs direct write operations to local file system locations using System.IO for data persistence or temporary storage. In cloud environments with ephemeral or managed storage, local file system data may not persist across instance changes."
"FileSystem/LocalFileSystemWrite.cs","26","cr-dotnet-0002","Local File System Write Operations","Application performs direct write operations to local file system locations using System.IO for data persistence or temporary storage. In cloud environments with ephemeral or managed storage, local file system data may not persist across instance changes."
"FileSystem/LocalFileSystemWrite.cs","33","cr-dotnet-0002","Local File System Write Operations","Application performs direct write operations to local file system locations using System.IO for data persistence or temporary storage. In cloud environments with ephemeral or managed storage, local file system data may not persist across instance changes."
"FileSystem/SystemIOFileStorage.cs","19","cr-dotnet-0003","System.IO.File for Data Storage","Application uses System.IO.File API for persistent data storage operations instead of cloud storage services. This approach limits scalability and violates cloud-native storage patterns where data should be externalized."
"FileSystem/SystemIOFileStorage.cs","32","cr-dotnet-0003","System.IO.File for Data Storage","Application uses System.IO.File API for persistent data storage operations instead of cloud storage services. This approach limits scalability and violates cloud-native storage patterns where data should be externalized."
"LegacyFramework/AssemblyGACRefs.cs","18","cr-dotnet-0049","Assembly GAC References","Application references assemblies installed in the Global Assembly Cache (GAC) through strong-named references. GAC doesn't exist in cloud platforms, causing assembly loading failures and preventing application startup."
"LegacyFramework/AssemblyGACRefs.cs","23","cr-dotnet-0049","Assembly GAC References","Application references assemblies installed in the Global Assembly Cache (GAC) through strong-named references. GAC doesn't exist in cloud platforms, causing assembly loading failures and preventing application startup."
"LegacyFramework/AssemblyGACRefs.cs","29","cr-dotnet-0049","Assembly GAC References","Application references assemblies installed in the Global Assembly Cache (GAC) through strong-named references. GAC doesn't exist in cloud platforms, causing assembly loading failures and preventing application startup."
"LegacyFramework/AssemblyGACRefs.cs","36","cr-dotnet-0049","Assembly GAC References","Application references assemblies installed in the Global Assembly Cache (GAC) through strong-named references. GAC doesn't exist in cloud platforms, causing assembly loading failures and preventing application startup."
"LegacyFramework/AssemblyGACRefs.cs","44","cr-dotnet-0049","Assembly GAC References","Application references assemblies installed in the Global Assembly Cache (GAC) through strong-named references. GAC doesn't exist in cloud platforms, causing assembly loading failures and preventing application startup."
"LegacyFramework/AssemblyGACRefs.cs","59","cr-dotnet-0049","Assembly GAC References","Application references assemblies installed in the Global Assembly Cache (GAC) through strong-named references. GAC doesn't exist in cloud platforms, causing assembly loading failures and preventing application startup."
"LegacyFramework/BizTalkArtifacts.cs","19","cr-dotnet-0059","BizTalk Artifacts","Application includes BizTalk Server components, orchestrations, or pipeline artifacts that depend on BizTalk Server runtime. BizTalk components are not cloud-compatible and require dedicated BizTalk Server infrastructure."
"LegacyFramework/BizTalkArtifacts.cs","22","cr-dotnet-0059","BizTalk Artifacts","Application includes BizTalk Server components, orchestrations, or pipeline artifacts that depend on BizTalk Server runtime. BizTalk components are not cloud-compatible and require dedicated BizTalk Server infrastructure."
"LegacyFramework/BizTalkArtifacts.cs","29","cr-dotnet-0059","BizTalk Artifacts","Application includes BizTalk Server components, orchestrations, or pipeline artifacts that depend on BizTalk Server runtime. BizTalk components are not cloud-compatible and require dedicated BizTalk Server infrastructure."
"LegacyFramework/BizTalkArtifacts.cs","32","cr-dotnet-0059","BizTalk Artifacts","Application includes BizTalk Server components, orchestrations, or pipeline artifacts that depend on BizTalk Server runtime. BizTalk components are not cloud-compatible and require dedicated BizTalk Server infrastructure."
"LegacyFramework/BizTalkArtifacts.cs","49","cr-dotnet-0059","BizTalk Artifacts","Application includes BizTalk Server components, orchestrations, or pipeline artifacts that depend on BizTalk Server runtime. BizTalk components are not cloud-compatible and require dedicated BizTalk Server infrastructure."
"LegacyFramework/BizTalkArtifacts.cs","66","cr-dotnet-0059","BizTalk Artifacts","Application includes BizTalk Server components, orchestrations, or pipeline artifacts that depend on BizTalk Server runtime. BizTalk components are not cloud-compatible and require dedicated BizTalk Server infrastructure."
"LegacyFramework/BizTalkArtifacts.cs","69","cr-dotnet-0059","BizTalk Artifacts","Application includes BizTalk Server components, orchestrations, or pipeline artifacts that depend on BizTalk Server runtime. BizTalk components are not cloud-compatible and require dedicated BizTalk Server infrastructure."
"LegacyFramework/BizTalkArtifacts.cs","72","cr-dotnet-0059","BizTalk Artifacts","Application includes BizTalk Server components, orchestrations, or pipeline artifacts that depend on BizTalk Server runtime. BizTalk components are not cloud-compatible and require dedicated BizTalk Server infrastructure."
"LegacyFramework/BizTalkArtifacts.cs","78","cr-dotnet-0059","BizTalk Artifacts","Application includes BizTalk Server components, orchestrations, or pipeline artifacts that depend on BizTalk Server runtime. BizTalk components are not cloud-compatible and require dedicated BizTalk Server infrastructure."
"LegacyFramework/ClickOnceDeployment.cs","18","cr-dotnet-0048","ClickOnce Deployment","Application uses ClickOnce deployment technology for application distribution and updates. ClickOnce assumes desktop deployment scenarios that don't apply to cloud-hosted applications and services."
"LegacyFramework/ClickOnceDeployment.cs","26","cr-dotnet-0048","ClickOnce Deployment","Application uses ClickOnce deployment technology for application distribution and updates. ClickOnce assumes desktop deployment scenarios that don't apply to cloud-hosted applications and services."
"LegacyFramework/ClickOnceDeployment.cs","30","cr-dotnet-0048","ClickOnce Deployment","Application uses ClickOnce deployment technology for application distribution and updates. ClickOnce assumes desktop deployment scenarios that don't apply to cloud-hosted applications and services."
"LegacyFramework/ClickOnceDeployment.cs","52","cr-dotnet-0048","ClickOnce Deployment","Application uses ClickOnce deployment technology for application distribution and updates. ClickOnce assumes desktop deployment scenarios that don't apply to cloud-hosted applications and services."
"LegacyFramework/ClickOnceDeployment.cs","69","cr-dotnet-0048","ClickOnce Deployment","Application uses ClickOnce deployment technology for application distribution and updates. ClickOnce assumes desktop deployment scenarios that don't apply to cloud-hosted applications and services."
"LegacyFramework/ClickOnceDeployment.cs","73","cr-dotnet-0048","ClickOnce Deployment","Application uses ClickOnce deployment technology for application distribution and updates. ClickOnce assumes desktop deployment scenarios that don't apply to cloud-hosted applications and services."
"LegacyFramework/ClickOnceDeployment.cs","82","cr-dotnet-0048","ClickOnce Deployment","Application uses ClickOnce deployment technology for application distribution and updates. ClickOnce assumes desktop deployment scenarios that don't apply to cloud-hosted applications and services."
"LegacyFramework/CrystalReports.cs","20","cr-dotnet-0057","Crystal Reports Usage","Application uses Crystal Reports for report generation through CrystalDecisions assemblies. Crystal Reports runtime components are not available in cloud environments, preventing report generation functionality."
"LegacyFramework/CrystalReports.cs","23","cr-dotnet-0057","Crystal Reports Usage","Application uses Crystal Reports for report generation through CrystalDecisions assemblies. Crystal Reports runtime components are not available in cloud environments, preventing report generation functionality."
"LegacyFramework/CrystalReports.cs","29","cr-dotnet-0057","Crystal Reports Usage","Application uses Crystal Reports for report generation through CrystalDecisions assemblies. Crystal Reports runtime components are not available in cloud environments, preventing report generation functionality."
"LegacyFramework/CrystalReports.cs","38","cr-dotnet-0057","Crystal Reports Usage","Application uses Crystal Reports for report generation through CrystalDecisions assemblies. Crystal Reports runtime components are not available in cloud environments, preventing report generation functionality."
"LegacyFramework/CrystalReports.cs","45","cr-dotnet-0057","Crystal Reports Usage","Application uses Crystal Reports for report generation through CrystalDecisions assemblies. Crystal Reports runtime components are not available in cloud environments, preventing report generation functionality."
"LegacyFramework/CrystalReports.cs","59","cr-dotnet-0057","Crystal Reports Usage","Application uses Crystal Reports for report generation through CrystalDecisions assemblies. Crystal Reports runtime components are not available in cloud environments, preventing report generation functionality."
"LegacyFramework/CrystalReports.cs","66","cr-dotnet-0057","Crystal Reports Usage","Application uses Crystal Reports for report generation through CrystalDecisions assemblies. Crystal Reports runtime components are not available in cloud environments, preventing report generation functionality."
"LegacyFramework/CrystalReports.cs","72","cr-dotnet-0057","Crystal Reports Usage","Application uses Crystal Reports for report generation through CrystalDecisions assemblies. Crystal Reports runtime components are not available in cloud environments, preventing report generation functionality."
"LegacyFramework/DotNetFrameworkVersion.cs","28","cr-dotnet-0025",".NET Framework < 4.6.1","Application targets .NET Framework versions prior to 4.6.1, missing important cloud-friendly features like improved TLS support, enhanced cryptography, and compatibility improvements essential for reliable cloud deployment."
"LegacyFramework/DotNetFrameworkVersion.cs","39","cr-dotnet-0025",".NET Framework < 4.6.1","Application targets .NET Framework versions prior to 4.6.1, missing important cloud-friendly features like improved TLS support, enhanced cryptography, and compatibility improvements essential for reliable cloud deployment."
"LegacyFramework/DotNetFrameworkVersion.cs","51","cr-dotnet-0025",".NET Framework < 4.6.1","Application targets .NET Framework versions prior to 4.6.1, missing important cloud-friendly features like improved TLS support, enhanced cryptography, and compatibility improvements essential for reliable cloud deployment."
"LegacyFramework/EnterpriseLibrary.cs","22","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","27","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","33","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","37","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","55","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","58","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","87","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","98","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/MSBuildCustomTasks.cs","17","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","20","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","24","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","32","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","49","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","64","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","70","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","81","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/SharePointDependencies.cs","20","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
"LegacyFramework/SharePointDependencies.cs","23","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
"LegacyFramework/SharePointDependencies.cs","29","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
"LegacyFramework/SharePointDependencies.cs","32","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
"LegacyFramework/SharePointDependencies.cs","41","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
"LegacyFramework/SharePointDependencies.cs","55","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
